ref_area,country,frequency_of_observation,measure,unit_of_measure,health_care_provider,asset_type,price_base,year,set_healtchare_capita_outcomes,base_period,unit_multiplier
FIN,Finland,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Intellectual property products,Constant prices,2007,9.791,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Intellectual property products,Not applicable,2008,7.436,,Units
FIN,Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Intellectual property products,Not applicable,2018,1.853,,Units
PRT,Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Machinery and equipment,Not applicable,2018,0.047,,Units
ISR,Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2015,541.0,,Millions
LVA,Latvia,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2017,38.975,,Millions
CRI,Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2017,62.387,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Current prices,2009,32.0,,Millions
PRT,Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Infrastructure,Not applicable,2016,0.061,,Units
PRT,Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2016,0.015,,Units
CRI,Costa Rica,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Infrastructure,Not applicable,2017,0.011,,Units
USA,United States,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Constant prices,2007,53457.884,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2001,0.142,,Units
MEX,Mexico,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Constant prices,2007,9286.08,2015.0,Millions
LUX,Luxembourg,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Constant prices,2004,40.48,2015.0,Millions
AUS,Australia,Annual,Gross fixed capital formation,Percentage of GDP,Retailers and other providers of medical goods,Total,Not applicable,2016,0.005,,Units
CRI,Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Total,Current prices,2016,117.394,,Millions
LTU,Lithuania,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Total,Not applicable,2004,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2017,0.095,,Units
FRA,France,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Total,Not applicable,2005,0.322,,Units
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2002,110.51,,Millions
ISL,Iceland,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2006,0.19,,Units
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Intellectual property products,Not applicable,2013,46.634,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Intellectual property products,Current prices,2013,468.484,,Millions
CHL,Chile,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Intellectual property products,Not applicable,2013,0.001,,Units
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Infrastructure,Not applicable,2013,16.74,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2013,174256.68,,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Intellectual property products,Constant prices,2006,93.429,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ancillary services,Intellectual property products,Not applicable,2007,21.833,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Current prices,2007,733.0,,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2010,2502.423,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Machinery and equipment,Not applicable,2014,18.665,,Units
FIN,Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Machinery and equipment,Not applicable,2007,32.88,,Units
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of GDP,Total,Machinery and equipment,Not applicable,2003,0.106,,Units
FIN,Finland,Annual,Gross fixed capital formation,Percentage of GDP,Total,Machinery and equipment,Not applicable,2012,0.093,,Units
CAN,Canada,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2007,3431.326,,Millions
ISR,Israel,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Constant prices,2012,1.026,2015.0,Millions
IRL,Ireland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2017,32.713,,Units
SVN,Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2011,0.008,,Units
LTU,Lithuania,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2004,2.532,2015.0,Millions
LTU,Lithuania,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ancillary services,Total,Not applicable,2004,100.0,,Units
ESP,Spain,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ancillary services,Total,Not applicable,2008,100.0,,Units
ISR,Israel,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Total,Not applicable,2009,100.0,,Units
CZE,Czechia,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2017,90.752,2015.0,Millions
LTU,Lithuania,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2004,1.868,,Millions
CZE,Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2015,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Constant prices,2007,8693.455,2015.0,Millions
CAN,Canada,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Total,Not applicable,2007,0.448,,Units
FRA,France,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2005,100.0,,Units
FIN,Finland,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2009,0.386,,Units
CZE,Czechia,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2007,0.204,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Intellectual property products,Current prices,2013,15.469,,Millions
CHL,Chile,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Constant prices,2013,4723.396,2015.0,Millions
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Machinery and equipment,Not applicable,2013,36.626,,Units
KOR,Korea,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Constant prices,2008,3734207.979,2015.0,Millions
KOR,Korea,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Infrastructure,Not applicable,2008,62.186,,Units
KOR,Korea,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Constant prices,2006,1789182.07,2015.0,Millions
KOR,Korea,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2008,100.0,,Units
KOR,Korea,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Machinery and equipment,Not applicable,2001,40.899,,Units
KOR,Korea,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2008,2037857.0,,Millions
KOR,Korea,Annual,Gross fixed capital formation,National currency,Hospitals,Total,Current prices,2008,3277044.43,,Millions
KOR,Korea,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Constant prices,2008,1412060.07,2015.0,Millions
KOR,Korea,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2008,710915.552,,Millions
KOR,Korea,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Machinery and equipment,Not applicable,2008,0.107,,Units
KOR,Korea,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Constant prices,2007,822979.302,2015.0,Millions
KOR,Korea,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Machinery and equipment,Not applicable,2008,0.062,,Units
KOR,Korea,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Total,Not applicable,2015,0.231,,Units
KOR,Korea,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Infrastructure,Not applicable,2008,0.177,,Units
KOR,Korea,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Total,Not applicable,2008,100.0,,Units
KOR,Korea,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2008,710915.552,,Millions
KOR,Korea,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2008,0.062,,Units
KOR,Korea,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2014,645182.722,2015.0,Millions
KOR,Korea,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Current prices,2008,1239187.43,,Millions
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of GDP,Rest of the economy,Intellectual property products,Not applicable,2018,0.023,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2013,27.706,2015.0,Millions
CHL,Chile,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Current prices,2013,78.982,,Millions
CHL,Chile,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Total,Not applicable,2013,100.0,,Units
SVK,Slovak Republic,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2007,8.112,2015.0,Millions
PRT,Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Retailers and other providers of medical goods,Intellectual property products,Not applicable,2016,0.003,,Units
